username,country,country_code,question_no,uid,year,answer,value_na,value
ALB22uFF4m,Albania,ALB,1,q1c1_apjufc,2019,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,1,q1c1_apjufc,2020,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,1,q1c1_apjufc,2021,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,1,q1c1_apjufc,2022,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,2,q1c1_apjuac,2000,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,2,q1c1_apjuac,2001,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,2,q1c1_apjuac,2002,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,2,q1c1_apjuac,2003,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,2,q1c1_apjuac,2004,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,2,q1c1_apjuac,2005,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,2,q1c1_apjuac,2006,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,2,q1c1_apjuac,2007,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,2,q1c1_apjuac,2008,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,2,q1c1_apjuac,2009,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,2,q1c1_apjuac,2010,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,2,q1c1_apjuac,2011,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,2,q1c1_apjuac,2012,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,2,q1c1_apjuac,2013,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,2,q1c1_apjuac,2014,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,2,q1c1_apjuac,2015,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,2,q1c1_apjuac,2016,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,2,q1c1_apjuac,2017,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,2,q1c1_apjuac,2018,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,2,q1c1_apjuac,2019,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,2,q1c1_apjuac,2020,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,2,q1c1_apjuac,2021,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,2,q1c1_apjuac,2022,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,3,q1c1_apjuhc,2000,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,3,q1c1_apjuhc,2001,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,3,q1c1_apjuhc,2002,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,3,q1c1_apjuhc,2003,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,3,q1c1_apjuhc,2004,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,3,q1c1_apjuhc,2005,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,3,q1c1_apjuhc,2006,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,3,q1c1_apjuhc,2007,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,3,q1c1_apjuhc,2008,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,3,q1c1_apjuhc,2009,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,3,q1c1_apjuhc,2010,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,3,q1c1_apjuhc,2011,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,3,q1c1_apjuhc,2012,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,3,q1c1_apjuhc,2013,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,3,q1c1_apjuhc,2014,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,3,q1c1_apjuhc,2015,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,3,q1c1_apjuhc,2016,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,3,q1c1_apjuhc,2017,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,3,q1c1_apjuhc,2018,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,3,q1c1_apjuhc,2019,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,3,q1c1_apjuhc,2020,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,3,q1c1_apjuhc,2021,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,3,q1c1_apjuhc,2022,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,4,q1c1_appresidfc,2000,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,4,q1c1_appresidfc,2001,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,4,q1c1_appresidfc,2002,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,4,q1c1_appresidfc,2003,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,4,q1c1_appresidfc,2004,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,4,q1c1_appresidfc,2005,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,4,q1c1_appresidfc,2006,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,4,q1c1_appresidfc,2007,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,4,q1c1_appresidfc,2008,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,4,q1c1_appresidfc,2009,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,4,q1c1_appresidfc,2010,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,4,q1c1_appresidfc,2011,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,4,q1c1_appresidfc,2012,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,4,q1c1_appresidfc,2013,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,4,q1c1_appresidfc,2014,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,4,q1c1_appresidfc,2015,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,4,q1c1_appresidfc,2016,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,4,q1c1_appresidfc,2017,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,4,q1c1_appresidfc,2018,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,4,q1c1_appresidfc,2019,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,4,q1c1_appresidfc,2020,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,4,q1c1_appresidfc,2021,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,4,q1c1_appresidfc,2022,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,5,q1c1_appresidac,2000,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,5,q1c1_appresidac,2001,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,5,q1c1_appresidac,2002,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,5,q1c1_appresidac,2003,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,5,q1c1_appresidac,2004,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,5,q1c1_appresidac,2005,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,5,q1c1_appresidac,2006,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,5,q1c1_appresidac,2007,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,5,q1c1_appresidac,2008,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,5,q1c1_appresidac,2009,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,5,q1c1_appresidac,2010,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,5,q1c1_appresidac,2011,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,5,q1c1_appresidac,2012,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,5,q1c1_appresidac,2013,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,5,q1c1_appresidac,2014,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,5,q1c1_appresidac,2015,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,5,q1c1_appresidac,2016,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,5,q1c1_appresidac,2017,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,5,q1c1_appresidac,2018,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,5,q1c1_appresidac,2019,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,5,q1c1_appresidac,2020,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,5,q1c1_appresidac,2021,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,5,q1c1_appresidac,2022,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,6,q1c1_appresidhc,2000,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,6,q1c1_appresidhc,2001,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,6,q1c1_appresidhc,2002,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,6,q1c1_appresidhc,2003,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,6,q1c1_appresidhc,2004,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,6,q1c1_appresidhc,2005,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,6,q1c1_appresidhc,2006,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,6,q1c1_appresidhc,2007,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,6,q1c1_appresidhc,2008,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,6,q1c1_appresidhc,2009,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,6,q1c1_appresidhc,2010,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,6,q1c1_appresidhc,2011,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,6,q1c1_appresidhc,2012,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,6,q1c1_appresidhc,2013,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,6,q1c1_appresidhc,2014,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,6,q1c1_appresidhc,2015,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,6,q1c1_appresidhc,2016,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,6,q1c1_appresidhc,2017,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,6,q1c1_appresidhc,2018,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,6,q1c1_appresidhc,2019,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,6,q1c1_appresidhc,2020,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,6,q1c1_appresidhc,2021,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,6,q1c1_appresidhc,2022,"Mixed system [0.5]",0.5,0.5
ALB22uFF4m,Albania,ALB,7,q1c1_exvetofc,2000,"No [1]",1,1
ALB22uFF4m,Albania,ALB,7,q1c1_exvetofc,2001,"No [1]",1,1
ALB22uFF4m,Albania,ALB,7,q1c1_exvetofc,2002,"No [1]",1,1
ALB22uFF4m,Albania,ALB,7,q1c1_exvetofc,2003,"No [1]",1,1
ALB22uFF4m,Albania,ALB,7,q1c1_exvetofc,2004,"No [1]",1,1
ALB22uFF4m,Albania,ALB,7,q1c1_exvetofc,2005,"No [1]",1,1
ALB22uFF4m,Albania,ALB,7,q1c1_exvetofc,2006,"No [1]",1,1
ALB22uFF4m,Albania,ALB,7,q1c1_exvetofc,2007,"No [1]",1,1
ALB22uFF4m,Albania,ALB,7,q1c1_exvetofc,2008,"No [1]",1,1
ALB22uFF4m,Albania,ALB,7,q1c1_exvetofc,2009,"No [1]",1,1
ALB22uFF4m,Albania,ALB,7,q1c1_exvetofc,2010,"No [1]",1,1
ALB22uFF4m,Albania,ALB,7,q1c1_exvetofc,2011,"No [1]",1,1
ALB22uFF4m,Albania,ALB,7,q1c1_exvetofc,2012,"No [1]",1,1
ALB22uFF4m,Albania,ALB,7,q1c1_exvetofc,2013,"No [1]",1,1
ALB22uFF4m,Albania,ALB,7,q1c1_exvetofc,2014,"No [1]",1,1
ALB22uFF4m,Albania,ALB,7,q1c1_exvetofc,2015,"No [1]",1,1
ALB22uFF4m,Albania,ALB,7,q1c1_exvetofc,2016,"No [1]",1,1
ALB22uFF4m,Albania,ALB,7,q1c1_exvetofc,2017,"No [1]",1,1
ALB22uFF4m,Albania,ALB,7,q1c1_exvetofc,2018,"No [1]",1,1
ALB22uFF4m,Albania,ALB,7,q1c1_exvetofc,2019,"No [1]",1,1
ALB22uFF4m,Albania,ALB,7,q1c1_exvetofc,2020,"No [1]",1,1
ALB22uFF4m,Albania,ALB,7,q1c1_exvetofc,2021,"No [1]",1,1
ALB22uFF4m,Albania,ALB,7,q1c1_exvetofc,2022,"No [1]",1,1
ALB22uFF4m,Albania,ALB,8,q1c1_exvetoac,2000,"No [1]",1,1
ALB22uFF4m,Albania,ALB,8,q1c1_exvetoac,2001,"No [1]",1,1
ALB22uFF4m,Albania,ALB,8,q1c1_exvetoac,2002,"No [1]",1,1
ALB22uFF4m,Albania,ALB,8,q1c1_exvetoac,2003,"No [1]",1,1
ALB22uFF4m,Albania,ALB,8,q1c1_exvetoac,2004,"No [1]",1,1
ALB22uFF4m,Albania,ALB,8,q1c1_exvetoac,2005,"No [1]",1,1
ALB22uFF4m,Albania,ALB,8,q1c1_exvetoac,2006,"No [1]",1,1
ALB22uFF4m,Albania,ALB,8,q1c1_exvetoac,2007,"No [1]",1,1
ALB22uFF4m,Albania,ALB,8,q1c1_exvetoac,2008,"No [1]",1,1
ALB22uFF4m,Albania,ALB,8,q1c1_exvetoac,2009,"No [1]",1,1
ALB22uFF4m,Albania,ALB,8,q1c1_exvetoac,2010,"No [1]",1,1
ALB22uFF4m,Albania,ALB,8,q1c1_exvetoac,2011,"No [1]",1,1
ALB22uFF4m,Albania,ALB,8,q1c1_exvetoac,2012,"No [1]",1,1
ALB22uFF4m,Albania,ALB,8,q1c1_exvetoac,2013,"No [1]",1,1
ALB22uFF4m,Albania,ALB,8,q1c1_exvetoac,2014,"No [1]",1,1
ALB22uFF4m,Albania,ALB,8,q1c1_exvetoac,2015,"No [1]",1,1
ALB22uFF4m,Albania,ALB,8,q1c1_exvetoac,2016,"No [1]",1,1
ALB22uFF4m,Albania,ALB,8,q1c1_exvetoac,2017,"No [1]",1,1
ALB22uFF4m,Albania,ALB,8,q1c1_exvetoac,2018,"No [1]",1,1
ALB22uFF4m,Albania,ALB,8,q1c1_exvetoac,2019,"No [1]",1,1
ALB22uFF4m,Albania,ALB,8,q1c1_exvetoac,2020,"No [1]",1,1
ALB22uFF4m,Albania,ALB,8,q1c1_exvetoac,2021,"No [1]",1,1
ALB22uFF4m,Albania,ALB,8,q1c1_exvetoac,2022,"No [1]",1,1
ALB22uFF4m,Albania,ALB,9,q1c1_exvetohc,2000,"No [1]",1,1
ALB22uFF4m,Albania,ALB,9,q1c1_exvetohc,2001,"No [1]",1,1
ALB22uFF4m,Albania,ALB,9,q1c1_exvetohc,2002,"No [1]",1,1
ALB22uFF4m,Albania,ALB,9,q1c1_exvetohc,2003,"No [1]",1,1
ALB22uFF4m,Albania,ALB,9,q1c1_exvetohc,2004,"No [1]",1,1
ALB22uFF4m,Albania,ALB,9,q1c1_exvetohc,2005,"No [1]",1,1
ALB22uFF4m,Albania,ALB,9,q1c1_exvetohc,2006,"No [1]",1,1
ALB22uFF4m,Albania,ALB,9,q1c1_exvetohc,2007,"No [1]",1,1
ALB22uFF4m,Albania,ALB,9,q1c1_exvetohc,2008,"No [1]",1,1
ALB22uFF4m,Albania,ALB,9,q1c1_exvetohc,2009,"No [1]",1,1
ALB22uFF4m,Albania,ALB,9,q1c1_exvetohc,2010,"No [1]",1,1
ALB22uFF4m,Albania,ALB,9,q1c1_exvetohc,2011,"No [1]",1,1
ALB22uFF4m,Albania,ALB,9,q1c1_exvetohc,2012,"No [1]",1,1
ALB22uFF4m,Albania,ALB,9,q1c1_exvetohc,2013,"No [1]",1,1
ALB22uFF4m,Albania,ALB,9,q1c1_exvetohc,2014,"No [1]",1,1
ALB22uFF4m,Albania,ALB,9,q1c1_exvetohc,2015,"No [1]",1,1
ALB22uFF4m,Albania,ALB,9,q1c1_exvetohc,2016,"No [1]",1,1
ALB22uFF4m,Albania,ALB,9,q1c1_exvetohc,2017,"No [1]",1,1
ALB22uFF4m,Albania,ALB,9,q1c1_exvetohc,2018,"No [1]",1,1
ALB22uFF4m,Albania,ALB,9,q1c1_exvetohc,2019,"No [1]",1,1
ALB22uFF4m,Albania,ALB,9,q1c1_exvetohc,2020,"No [1]",1,1
ALB22uFF4m,Albania,ALB,9,q1c1_exvetohc,2021,"No [1]",1,1
ALB22uFF4m,Albania,ALB,9,q1c1_exvetohc,2022,"No [1]",1,1
ALB22uFF4m,Albania,ALB,10,q1c1_critfclaw,2000,"No [0]",0,0
ALB22uFF4m,Albania,ALB,10,q1c1_critfclaw,2001,"No [0]",0,0
ALB22uFF4m,Albania,ALB,10,q1c1_critfclaw,2002,"No [0]",0,0
ALB22uFF4m,Albania,ALB,10,q1c1_critfclaw,2003,"No [0]",0,0
ALB22uFF4m,Albania,ALB,10,q1c1_critfclaw,2004,"No [0]",0,0
ALB22uFF4m,Albania,ALB,10,q1c1_critfclaw,2005,"No [0]",0,0
ALB22uFF4m,Albania,ALB,10,q1c1_critfclaw,2006,"No [0]",0,0
ALB22uFF4m,Albania,ALB,10,q1c1_critfclaw,2007,"No [0]",0,0
ALB22uFF4m,Albania,ALB,10,q1c1_critfclaw,2008,"No [0]",0,0
ALB22uFF4m,Albania,ALB,10,q1c1_critfclaw,2009,"No [0]",0,0
ALB22uFF4m,Albania,ALB,10,q1c1_critfclaw,2010,"No [0]",0,0
ALB22uFF4m,Albania,ALB,10,q1c1_critfclaw,2011,"No [0]",0,0
ALB22uFF4m,Albania,ALB,10,q1c1_critfclaw,2012,"No [0]",0,0
ALB22uFF4m,Albania,ALB,10,q1c1_critfclaw,2013,"No [0]",0,0
ALB22uFF4m,Albania,ALB,10,q1c1_critfclaw,2014,"No [0]",0,0
ALB22uFF4m,Albania,ALB,10,q1c1_critfclaw,2015,"No [0]",0,0
ALB22uFF4m,Albania,ALB,10,q1c1_critfclaw,2016,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,10,q1c1_critfclaw,2017,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,10,q1c1_critfclaw,2018,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,10,q1c1_critfclaw,2019,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,10,q1c1_critfclaw,2020,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,10,q1c1_critfclaw,2021,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,10,q1c1_critfclaw,2022,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,11,q1c1_critaclaw,2000,"No [0]",0,0
ALB22uFF4m,Albania,ALB,11,q1c1_critaclaw,2001,"No [0]",0,0
ALB22uFF4m,Albania,ALB,11,q1c1_critaclaw,2002,"No [0]",0,0
ALB22uFF4m,Albania,ALB,11,q1c1_critaclaw,2003,"No [0]",0,0
ALB22uFF4m,Albania,ALB,11,q1c1_critaclaw,2004,"No [0]",0,0
ALB22uFF4m,Albania,ALB,11,q1c1_critaclaw,2005,"No [0]",0,0
ALB22uFF4m,Albania,ALB,11,q1c1_critaclaw,2006,"No [0]",0,0
ALB22uFF4m,Albania,ALB,11,q1c1_critaclaw,2007,"No [0]",0,0
ALB22uFF4m,Albania,ALB,11,q1c1_critaclaw,2008,"No [0]",0,0
ALB22uFF4m,Albania,ALB,11,q1c1_critaclaw,2009,"No [0]",0,0
ALB22uFF4m,Albania,ALB,11,q1c1_critaclaw,2010,"No [0]",0,0
ALB22uFF4m,Albania,ALB,11,q1c1_critaclaw,2011,"No [0]",0,0
ALB22uFF4m,Albania,ALB,11,q1c1_critaclaw,2012,"No [0]",0,0
ALB22uFF4m,Albania,ALB,11,q1c1_critaclaw,2013,"No [0]",0,0
ALB22uFF4m,Albania,ALB,11,q1c1_critaclaw,2014,"No [0]",0,0
ALB22uFF4m,Albania,ALB,11,q1c1_critaclaw,2015,"No [0]",0,0
ALB22uFF4m,Albania,ALB,11,q1c1_critaclaw,2016,"No [0]",0,0
ALB22uFF4m,Albania,ALB,11,q1c1_critaclaw,2017,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,11,q1c1_critaclaw,2018,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,11,q1c1_critaclaw,2019,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,11,q1c1_critaclaw,2020,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,11,q1c1_critaclaw,2021,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,11,q1c1_critaclaw,2022,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,12,q1c1_crithclaw,2000,"No [0]",0,0
ALB22uFF4m,Albania,ALB,12,q1c1_crithclaw,2001,"No [0]",0,0
ALB22uFF4m,Albania,ALB,12,q1c1_crithclaw,2002,"No [0]",0,0
ALB22uFF4m,Albania,ALB,12,q1c1_crithclaw,2003,"No [0]",0,0
ALB22uFF4m,Albania,ALB,12,q1c1_crithclaw,2004,"No [0]",0,0
ALB22uFF4m,Albania,ALB,12,q1c1_crithclaw,2005,"No [0]",0,0
ALB22uFF4m,Albania,ALB,12,q1c1_crithclaw,2006,"No [0]",0,0
ALB22uFF4m,Albania,ALB,12,q1c1_crithclaw,2007,"No [0]",0,0
ALB22uFF4m,Albania,ALB,12,q1c1_crithclaw,2008,"No [0]",0,0
ALB22uFF4m,Albania,ALB,12,q1c1_crithclaw,2009,"No [0]",0,0
ALB22uFF4m,Albania,ALB,12,q1c1_crithclaw,2010,"No [0]",0,0
ALB22uFF4m,Albania,ALB,12,q1c1_crithclaw,2011,"No [0]",0,0
ALB22uFF4m,Albania,ALB,12,q1c1_crithclaw,2012,"No [0]",0,0
ALB22uFF4m,Albania,ALB,12,q1c1_crithclaw,2013,"No [0]",0,0
ALB22uFF4m,Albania,ALB,12,q1c1_crithclaw,2014,"No [0]",0,0
ALB22uFF4m,Albania,ALB,12,q1c1_crithclaw,2015,"No [0]",0,0
ALB22uFF4m,Albania,ALB,12,q1c1_crithclaw,2016,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,12,q1c1_crithclaw,2017,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,12,q1c1_crithclaw,2018,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,12,q1c1_crithclaw,2019,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,12,q1c1_crithclaw,2020,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,12,q1c1_crithclaw,2021,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,12,q1c1_crithclaw,2022,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,13,q1c1_critfcints,2000,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,13,q1c1_critfcints,2001,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,13,q1c1_critfcints,2002,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,13,q1c1_critfcints,2003,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,13,q1c1_critfcints,2004,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,13,q1c1_critfcints,2005,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,13,q1c1_critfcints,2006,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,13,q1c1_critfcints,2007,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,13,q1c1_critfcints,2008,"Yes [1]",1,1
ALB22uFF4m,Albania,ALB,13,q1c1_critfcints,2009,"Yes [1]",1,1
