,username,country,country_code,year,country_year,index_measure,q1_macro_appointment_procedures_ind_measure,q1_micro_appointment_judges_ind_measure,q1_micro_appointment_court_presidents_ind_measure,q1_micro_appointment_veto_ind_measure,q1_macro_selection_criteria_ind_measure,q1_micro_selection_predetermined_law_ind_measure,q1_micro_selection_intl_standards_ind_measure,q1_micro_transparency_appeal_ind_measure,q1_macro_professional_rights_ind_measure,q1_micro_judge_tenure_ind_measure,q1_micro_judge_immunity_ind_measure,q1_micro_judge_salary_ind_measure,q1_macro_professional_obligations_ind_measure,q1_micro_disciplinary_proceedings_law_ind_measure,q1_micro_disciplinary_proceedings_actors_ind_measure,q1_micro_conflict_recusal_evaluation_ind_measure,q1_macro_judicial_administration_ind_measure,q1_micro_judicial_self_governance_bodies_ind_measure,q1_micro_judicial_self_governance_competences_ind_measure,q1_micro_courts_administration_ind_measure
42,ARM22B68um,Armenia,ARM,2019,Armenia_2019,0.78,0.67,0.5,0.5,1.0,0.83,1.0,1.0,0.5,0.92,1.0,0.75,1.0,0.73,0.62,0.58,1.0,0.74,1.0,0.22,1.0
43,ARM22B68um,Armenia,ARM,2020,Armenia_2020,0.78,0.67,0.5,0.5,1.0,0.83,1.0,1.0,0.5,0.92,1.0,0.75,1.0,0.73,0.62,0.58,1.0,0.74,1.0,0.22,1.0
44,ARM22B68um,Armenia,ARM,2021,Armenia_2021,0.78,0.67,0.5,0.5,1.0,0.83,1.0,1.0,0.5,0.92,1.0,0.75,1.0,0.73,0.62,0.58,1.0,0.74,1.0,0.22,1.0
45,ARM22B68um,Armenia,ARM,2022,Armenia_2022,0.78,0.67,0.5,0.5,1.0,0.83,1.0,1.0,0.5,0.92,1.0,0.75,1.0,0.73,0.62,0.58,1.0,0.74,1.0,0.22,1.0
46,AUT22Tf4aN,Austria,AUT,2000,Austria_2000,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
47,AUT22Tf4aN,Austria,AUT,2001,Austria_2001,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
48,AUT22Tf4aN,Austria,AUT,2002,Austria_2002,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
49,AUT22Tf4aN,Austria,AUT,2003,Austria_2003,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
50,AUT22Tf4aN,Austria,AUT,2004,Austria_2004,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
51,AUT22Tf4aN,Austria,AUT,2005,Austria_2005,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
52,AUT22Tf4aN,Austria,AUT,2006,Austria_2006,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
53,AUT22Tf4aN,Austria,AUT,2007,Austria_2007,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
54,AUT22Tf4aN,Austria,AUT,2008,Austria_2008,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
55,AUT22Tf4aN,Austria,AUT,2009,Austria_2009,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
56,AUT22Tf4aN,Austria,AUT,2010,Austria_2010,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
57,AUT22Tf4aN,Austria,AUT,2011,Austria_2011,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
58,AUT22Tf4aN,Austria,AUT,2012,Austria_2012,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
59,AUT22Tf4aN,Austria,AUT,2013,Austria_2013,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
60,AUT22Tf4aN,Austria,AUT,2014,Austria_2014,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
61,AUT22Tf4aN,Austria,AUT,2015,Austria_2015,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
62,AUT22Tf4aN,Austria,AUT,2016,Austria_2016,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
63,AUT22Tf4aN,Austria,AUT,2017,Austria_2017,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
64,AUT22Tf4aN,Austria,AUT,2018,Austria_2018,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
65,AUT22Tf4aN,Austria,AUT,2019,Austria_2019,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
66,AUT22Tf4aN,Austria,AUT,2020,Austria_2020,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
67,AUT22Tf4aN,Austria,AUT,2021,Austria_2021,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
68,AUT22Tf4aN,Austria,AUT,2022,Austria_2022,0.58,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.51,0.62,0.58,0.33,0.8,1.0,0.89,0.5
69,AZE22L84xY,Azerbaijan,AZE,2000,Azerbaijan_2000,0.29,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.42,0.25,0.5,0.5,0.35,0.12,0.25,0.67,0.22,0.33,0.0,0.33
70,AZE22L84xY,Azerbaijan,AZE,2001,Azerbaijan_2001,0.29,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.42,0.25,0.5,0.5,0.35,0.12,0.25,0.67,0.22,0.33,0.0,0.33
71,AZE22L84xY,Azerbaijan,AZE,2002,Azerbaijan_2002,0.29,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.42,0.25,0.5,0.5,0.35,0.12,0.25,0.67,0.22,0.33,0.0,0.33
72,AZE22L84xY,Azerbaijan,AZE,2003,Azerbaijan_2003,0.29,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.42,0.25,0.5,0.5,0.35,0.12,0.25,0.67,0.22,0.33,0.0,0.33
73,AZE22L84xY,Azerbaijan,AZE,2004,Azerbaijan_2004,0.29,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.42,0.25,0.5,0.5,0.35,0.12,0.25,0.67,0.22,0.33,0.0,0.33
74,AZE22L84xY,Azerbaijan,AZE,2005,Azerbaijan_2005,0.36,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.42,0.25,0.5,0.5,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
75,AZE22L84xY,Azerbaijan,AZE,2006,Azerbaijan_2006,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
76,AZE22L84xY,Azerbaijan,AZE,2007,Azerbaijan_2007,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
77,AZE22L84xY,Azerbaijan,AZE,2008,Azerbaijan_2008,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
78,AZE22L84xY,Azerbaijan,AZE,2009,Azerbaijan_2009,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
79,AZE22L84xY,Azerbaijan,AZE,2010,Azerbaijan_2010,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
80,AZE22L84xY,Azerbaijan,AZE,2011,Azerbaijan_2011,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
81,AZE22L84xY,Azerbaijan,AZE,2012,Azerbaijan_2012,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
82,AZE22L84xY,Azerbaijan,AZE,2013,Azerbaijan_2013,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
83,AZE22L84xY,Azerbaijan,AZE,2014,Azerbaijan_2014,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
84,AZE22L84xY,Azerbaijan,AZE,2015,Azerbaijan_2015,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
85,AZE22L84xY,Azerbaijan,AZE,2016,Azerbaijan_2016,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
86,AZE22L84xY,Azerbaijan,AZE,2017,Azerbaijan_2017,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
87,AZE22L84xY,Azerbaijan,AZE,2018,Azerbaijan_2018,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
88,AZE22L84xY,Azerbaijan,AZE,2019,Azerbaijan_2019,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
89,AZE22L84xY,Azerbaijan,AZE,2020,Azerbaijan_2020,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
90,AZE22L84xY,Azerbaijan,AZE,2021,Azerbaijan_2021,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
91,AZE22L84xY,Azerbaijan,AZE,2022,Azerbaijan_2022,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33
92,BEL33dFx9S,Belgium,BLG,2000,Belgium_2000,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
93,BEL33dFx9S,Belgium,BLG,2001,Belgium_2001,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
94,BEL33dFx9S,Belgium,BLG,2002,Belgium_2002,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
95,BEL33dFx9S,Belgium,BLG,2003,Belgium_2003,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
96,BEL33dFx9S,Belgium,BLG,2004,Belgium_2004,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
97,BEL33dFx9S,Belgium,BLG,2005,Belgium_2005,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
98,BEL33dFx9S,Belgium,BLG,2006,Belgium_2006,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
99,BEL33dFx9S,Belgium,BLG,2007,Belgium_2007,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
100,BEL33dFx9S,Belgium,BLG,2008,Belgium_2008,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
101,BEL33dFx9S,Belgium,BLG,2009,Belgium_2009,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
102,BEL33dFx9S,Belgium,BLG,2010,Belgium_2010,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
103,BEL33dFx9S,Belgium,BLG,2011,Belgium_2011,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
104,BEL33dFx9S,Belgium,BLG,2012,Belgium_2012,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17
105,BEL33dFx9S,Belgium,BLG,2013,Belgium_2013,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17
106,BEL33dFx9S,Belgium,BLG,2014,Belgium_2014,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17
107,BEL33dFx9S,Belgium,BLG,2015,Belgium_2015,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17
108,BEL33dFx9S,Belgium,BLG,2016,Belgium_2016,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17
109,BEL33dFx9S,Belgium,BLG,2017,Belgium_2017,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17
110,BEL33dFx9S,Belgium,BLG,2018,Belgium_2018,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17
111,BEL33dFx9S,Belgium,BLG,2019,Belgium_2019,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17
112,BEL33dFx9S,Belgium,BLG,2020,Belgium_2020,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17
