,username,country,country_code,year,q2c1_apdeadlock,q2c1_apjuac,q2c1_appresid,q2c1_apsametime,q2c1_critacints,q2c1_critaclaw,q2c1_oath,q2c1_transplaw,q2c2_juabsimmun,q2c2_jubonus,q2c2_jufuncimmun,q2c2_jupension,q2c2_juremove,q2c2_jusalary,q2c2_retireage,q2c2_termacju,q2c2_termreelect,q2c3_decidediscip,q2c3_discipints,q2c3_disciplaw,q2c3_fairtrial,q2c3_immunlift,q2c3_initdiscip,q2c3_judisclos,q2c3_jurecuse,q2c3_jurestrict,q2c3_sanctscale,q2c4_acstruct,q2c4_adhoc,q2c4_apsecgen,q2c4_budget,q2c4_budgetparl,q2c4_caseassign,q2c4_caseexam,q2c4_exsecgen,q2c4_manbudget,q2c4_votmajority
33,ALB33wGG5n,Albania,ALA,2010,,0.67,0.0,1.0,0.0,1.0,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
34,ALB33wGG5n,Albania,ALA,2011,,0.67,0.0,1.0,0.0,1.0,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
35,ALB33wGG5n,Albania,ALA,2012,,0.67,0.0,1.0,0.0,1.0,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
36,ALB33wGG5n,Albania,ALA,2013,,0.67,0.0,1.0,0.0,1.0,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
37,ALB33wGG5n,Albania,ALA,2014,,0.67,0.0,1.0,0.0,1.0,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
38,ALB33wGG5n,Albania,ALA,2015,,0.67,0.0,1.0,0.0,1.0,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
39,ALB33wGG5n,Albania,ALA,2016,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
40,ALB33wGG5n,Albania,ALA,2017,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
41,ALB33wGG5n,Albania,ALA,2018,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
42,ALB33wGG5n,Albania,ALA,2019,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
43,ALB33wGG5n,Albania,ALA,2020,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
44,ALB33wGG5n,Albania,ALA,2021,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
45,ALB33wGG5n,Albania,ALA,2022,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
46,ARM22B68um,Armenia,ARM,2000,0.0,0.67,0.0,0.0,1.0,1.0,1.0,0.67,0.0,,1.0,1.0,1.0,1.0,,0.0,,,,,,0.0,,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
47,ARM22B68um,Armenia,ARM,2001,0.0,0.67,0.0,0.0,1.0,1.0,1.0,0.67,0.0,,1.0,1.0,1.0,1.0,,0.0,,,,,,0.0,,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
48,ARM22B68um,Armenia,ARM,2002,0.0,0.67,0.0,0.0,1.0,1.0,1.0,0.67,0.0,,1.0,1.0,1.0,1.0,,0.0,,,,,,0.0,,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
49,ARM22B68um,Armenia,ARM,2003,0.0,0.67,0.0,0.0,1.0,1.0,1.0,0.67,0.0,,1.0,1.0,1.0,1.0,,0.0,,,,,,0.0,,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
50,ARM22B68um,Armenia,ARM,2004,0.0,0.67,0.0,0.0,1.0,1.0,1.0,0.67,0.0,,1.0,1.0,1.0,1.0,,0.0,,,,,,0.0,,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
51,ARM22B68um,Armenia,ARM,2005,0.0,0.67,0.0,0.0,1.0,1.0,1.0,0.67,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,0.0,,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
52,ARM22B68um,Armenia,ARM,2006,0.0,0.67,0.0,0.0,1.0,1.0,1.0,0.67,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,0.0,,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
53,ARM22B68um,Armenia,ARM,2007,0.0,0.67,0.0,0.0,1.0,1.0,1.0,0.67,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,0.0,,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
54,ARM22B68um,Armenia,ARM,2008,0.0,0.67,0.0,0.0,1.0,1.0,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,0.0,,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
55,ARM22B68um,Armenia,ARM,2009,0.0,0.67,0.0,0.0,1.0,1.0,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,0.0,,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
56,ARM22B68um,Armenia,ARM,2010,0.0,0.67,0.0,0.0,1.0,1.0,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,,,,,,0.0,,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
57,ARM22B68um,Armenia,ARM,2011,0.0,0.67,0.0,0.0,1.0,1.0,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,,,,,,0.0,,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
58,ARM22B68um,Armenia,ARM,2012,0.0,0.67,0.0,0.0,1.0,1.0,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,,,,,,0.0,,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
59,ARM22B68um,Armenia,ARM,2013,0.0,0.67,0.0,0.0,1.0,1.0,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,,,,,,0.0,,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
60,ARM22B68um,Armenia,ARM,2014,0.0,0.67,0.0,0.0,1.0,1.0,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,,,,,,0.0,,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
61,ARM22B68um,Armenia,ARM,2015,0.0,0.67,0.0,0.0,1.0,1.0,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,,,,,,0.0,,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
62,ARM22B68um,Armenia,ARM,2016,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,,,,,,0.0,,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
63,ARM22B68um,Armenia,ARM,2017,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,,,,,,0.0,,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
64,ARM22B68um,Armenia,ARM,2018,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,,,,,0.0,,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
65,ARM22B68um,Armenia,ARM,2019,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
66,ARM22B68um,Armenia,ARM,2020,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
67,ARM22B68um,Armenia,ARM,2021,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
68,ARM22B68um,Armenia,ARM,2022,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
69,AUT22Tf4aN,Austria,AUT,2000,1.0,0.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
70,AUT22Tf4aN,Austria,AUT,2001,1.0,0.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
71,AUT22Tf4aN,Austria,AUT,2002,1.0,0.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
72,AUT22Tf4aN,Austria,AUT,2003,1.0,0.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
73,AUT22Tf4aN,Austria,AUT,2004,1.0,0.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
74,AUT22Tf4aN,Austria,AUT,2005,1.0,0.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
75,AUT22Tf4aN,Austria,AUT,2006,1.0,0.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
76,AUT22Tf4aN,Austria,AUT,2007,1.0,0.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
77,AUT22Tf4aN,Austria,AUT,2008,1.0,0.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
78,AUT22Tf4aN,Austria,AUT,2009,1.0,0.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
79,AUT22Tf4aN,Austria,AUT,2010,1.0,0.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
80,AUT22Tf4aN,Austria,AUT,2011,1.0,0.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
81,AUT22Tf4aN,Austria,AUT,2012,1.0,0.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
82,AUT22Tf4aN,Austria,AUT,2013,1.0,0.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
83,AUT22Tf4aN,Austria,AUT,2014,1.0,0.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
84,AUT22Tf4aN,Austria,AUT,2015,1.0,0.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
85,AUT22Tf4aN,Austria,AUT,2016,1.0,0.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
86,AUT22Tf4aN,Austria,AUT,2017,1.0,0.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
87,AUT22Tf4aN,Austria,AUT,2018,1.0,0.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
88,AUT22Tf4aN,Austria,AUT,2019,1.0,0.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
89,AUT22Tf4aN,Austria,AUT,2020,1.0,0.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
90,AUT22Tf4aN,Austria,AUT,2021,1.0,0.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
91,AUT22Tf4aN,Austria,AUT,2022,1.0,0.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
92,AZE22L84xY,Azerbaijan,AZE,2000,0.0,0.67,0.0,1.0,1.0,1.0,1.0,0.33,0.0,,1.0,1.0,0.0,1.0,,1.0,0.0,,,,,0.0,,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
93,AZE22L84xY,Azerbaijan,AZE,2001,0.0,0.67,0.0,1.0,1.0,1.0,1.0,0.33,0.0,,1.0,1.0,0.0,1.0,,1.0,0.0,,,,,0.0,,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
94,AZE22L84xY,Azerbaijan,AZE,2002,0.0,0.67,0.0,1.0,1.0,1.0,1.0,0.33,0.0,,1.0,1.0,0.0,1.0,,1.0,0.0,,,,,0.0,,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
95,AZE22L84xY,Azerbaijan,AZE,2003,0.0,0.67,0.0,1.0,1.0,1.0,1.0,0.33,0.0,,1.0,1.0,0.0,1.0,,1.0,0.0,,,,,0.0,,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
96,AZE22L84xY,Azerbaijan,AZE,2004,0.0,0.67,0.0,1.0,1.0,1.0,1.0,0.33,0.0,,1.0,1.0,0.0,1.0,1.0,0.5,1.0,,,,,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
97,AZE22L84xY,Azerbaijan,AZE,2005,0.0,0.67,0.0,1.0,1.0,1.0,1.0,0.33,0.0,,1.0,1.0,0.0,1.0,1.0,0.5,1.0,,,,,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
98,AZE22L84xY,Azerbaijan,AZE,2006,0.0,0.67,0.0,1.0,1.0,1.0,1.0,0.33,0.0,,1.0,1.0,0.0,1.0,1.0,0.5,1.0,,,,,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
99,AZE22L84xY,Azerbaijan,AZE,2007,0.0,0.67,0.0,1.0,1.0,1.0,1.0,0.33,0.0,,1.0,1.0,0.0,1.0,1.0,0.5,1.0,,,,,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
100,AZE22L84xY,Azerbaijan,AZE,2008,0.0,0.67,0.0,1.0,1.0,1.0,1.0,0.33,0.0,,1.0,1.0,0.0,1.0,1.0,0.5,1.0,,,,,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
101,AZE22L84xY,Azerbaijan,AZE,2009,0.0,0.67,0.0,1.0,1.0,1.0,1.0,0.33,0.0,,1.0,1.0,0.0,1.0,,0.5,1.0,,,,,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
102,AZE22L84xY,Azerbaijan,AZE,2010,0.0,0.67,0.0,1.0,1.0,1.0,1.0,0.33,0.0,,1.0,1.0,0.0,1.0,,0.5,1.0,,,,,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
103,AZE22L84xY,Azerbaijan,AZE,2011,0.0,0.67,0.0,1.0,1.0,1.0,1.0,0.33,0.0,,1.0,1.0,0.0,1.0,,0.5,1.0,,,,,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
104,AZE22L84xY,Azerbaijan,AZE,2012,0.0,0.67,0.0,1.0,1.0,1.0,1.0,0.33,0.0,,1.0,1.0,0.0,1.0,,0.5,1.0,,,,,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
105,AZE22L84xY,Azerbaijan,AZE,2013,0.0,0.67,0.0,1.0,1.0,1.0,1.0,0.33,0.0,,1.0,1.0,0.0,1.0,,0.5,1.0,,,,,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
106,AZE22L84xY,Azerbaijan,AZE,2014,0.0,0.67,0.0,1.0,1.0,1.0,1.0,0.33,0.0,,1.0,1.0,0.0,1.0,,0.5,1.0,,,,,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
